id,topic_id,text,type,effectiveness
4700f88252d9,6DAE6E1E7492,Venus is a very challenging place to go in visit Venus because the human ceriosity. ,Concluding Statement,Ineffective
bae4d569b96e,6DEFC88D4E0B,having these activity help our parents and it help us that why I have agree with the resins that every student must participate in one extracurricular activity because it help us make new friends i believe it will make it easier and give our parents enough time to get off of work and do what they got to do.   ,Concluding Statement,Adequate
c2dc5eb097cc,6DF04169C765,"In conclusion, The Face on Mars is a just a natural landform. First, The Face on Mars looks just like a natural face, there is no evidence that aliens have been on the Planet Mars, and NASA is only saying the face was created by aliens beacuse it'll benefit them in the long run. So. there is no way Aliens could have possibly created The Face on Mars. ",Concluding Statement,Adequate
28dc36fa32f2,6E154A9B7943,"In conclusion, using your phones while driving is prohibited. Based from these reports, there were evident factors to the point that cell phone use while driving does cause accidents. Therefore, that's why we have laws to prevent these irresponsible acts. Together we can end these numbers if we just take more control in ourselves.       ",Concluding Statement,Adequate
daefb7cf749b,6E1B4AF3CDC3,You could argue that the use of the technoloy is valuable cause maybe they used that to make Mona Lisa Smile thats the name the article. So they could've used that as a advantage. ,Concluding Statement,Ineffective
651a8601f8b2,6E3219126915,"by having your children participate in extra curricular activities, the experiences that were gained, would be so rewarding in the end for growing children. In my opinion extracurricular activities are great places for children to discover who they are, what they like, what they want to be when they grow up and so much more. ",Concluding Statement,Adequate
a54b2f761390,6E534D6E2282,I say that there are alot of advantages to limiting the use of cars and we could most definitely make more. ,Concluding Statement,Adequate
60fa97e793c4,6EA56718315A,It could be possible but we will have to wait to find out. ,Concluding Statement,Ineffective
35ed42219a4d,6ED32B9136F8,"When you do this it's adventurous, scary, fun, and amazing. Those words explain it all. So join the Seagoing Cowboys. If you don't you would be missing on a great oppurtinity. ",Concluding Statement,Adequate
abc290cd7bfa,6F8200CADE90,"And in my conclusion the facial expressions for each emoion are univeral oberves,and even though individuals show varying degress of expressions. Each student have the own facial expression is compared aginst a neutral face showing no emotion in a student face. A machine that will let you know if a student is borde or confused is good but that's why we have are own voice to let our teacher know that we need help. ",Concluding Statement,Adequate
eb40dfc47b16,6FA24C314388,"We let danger and fear go, and let the power of adventure come through. ",Concluding Statement,Ineffective
e0913a9698e6,6FAA9368824D,"The science of emotions could be a thing of the future, but even more so with the Facial Action Coding System.    ",Concluding Statement,Ineffective
e3683f178212,6FAADEC1F061,"there are far more advantages to not taking car then there are disadvantages. It is important to cut back the usage of cars to cut back on pollution in the world. Many countries have already done so, which has only been very beneficial for them. People are happier and less stressed out, the air is clean of harmful fumes. Which is why it is so beneficial for more countries and cities to cut back on the use of cars, so people can be more happy and healthy. ",Concluding Statement,Adequate
f1bbbdaf7f92,6FD0E82AB64D,"While it is an intresting idea, it really needs to be utterly perfect in every way or else it could cause many problems. ",Concluding Statement,Ineffective
cfbc8c6b6042,7091F3705B94,"Sure, using your mouth muscles revealing emotions is easy, but it can be a bit hard for those with stage fright or insocial status to show emotions around strangers, thats why this inventions is a great thing to me to know and have in the world of mysteries. ",Concluding Statement,Ineffective
78e9b04bbcda,709820813997,"The principal making the kids stay after for an activity will most likely result in a positive outcome for the students. Whether it results in new friendships, trying new things, or just being able to do something that the student loves. The principal should make every student participate in and after school activity, because it is beneficial to them. ",Concluding Statement,Adequate
5295a4ff5ab1,70B291155F0E,"Students shouldn't be required to do an extra curricular activity, maybe because their busy, or maybe they would just rather spend time with friends and family. Either way the reasons shouldn't be questioned, but the choice should be given. So give them the choice, the choice to play football with you're closest friends, the choice to go to the mall with you're cousin, the choice matters more than the activity so why should it be taken away.  ",Concluding Statement,Adequate
3bfae018a814,70CAE1192018,"A few days or even weeks without cars is a great idea for reducing stress and air pollution. There are even more reasons why we should have a car-free day like time conservation, emission lowerage, safety improvement, and resource conservation.  ",Concluding Statement,Effective
bf7551d183cb,70ED039EAD61,All students schools should be able to have the chance to express themselves in any way possible. If schools make this decision all staff will get to see a hue change in the students. It is just an overall great and smart decision that schools need to make. From me agreeing with this suggestion I hope new things come our way in our everyday school life!        ,Concluding Statement,Adequate
730924ce0834,70FBC86A01C6,In conclusion the author has a good point of why venus should be explored despite the dangers. One of his reasons is to find out why there is no life on venus. Another reason is to find out what venus is made up of. I think these are good supporting reasons because they prove why venus should be explored even though it has dangers. ,Concluding Statement,Adequate
c3ab0e4b6fd9,710EFFD2AFE1,The Facial Action Coding System should not be use in anywhere ,Concluding Statement,Adequate
b7785ffde76e,713EA4487525,"as the author says in his last paragraph ""striving to explore venus has value not only because of the insight that will be gained but out of your normal human curiosity"" for the last point he says "" our travels on earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation."" which in total supports his whole statement of is venus a worthy pursuit despite the dangers. ",Concluding Statement,Adequate
a16b72990bbb,714651DE19D4,I believe the Facial Action Coding should not be used on students. I would rather let a teacher talk face to face with there studnets to see what the situation is all about. Rather then just guessing or coding there face and believe a system like the one that Prof. Thomas Huang invented.         ,Concluding Statement,Adequate
89463c946be2,71A166CD0D13,if this pattern persists it will be benefical impliactiins for carbon emissions and environment. With all these changes people who stopped car commutin as a result of the recession may find less reason to resume the habit    ,Concluding Statement,Adequate
99fa10ded50c,71B6B3BAAD43,"What the author suggests is something thst is really worthy pusuit the danger is presents because Venus could even become the next ""Earth"" in a near future. ",Concluding Statement,Ineffective
6793624329db,71BF2F475B65,"By doing the Facial Action Coding, the result could be different for some students. But it would be fun and interesting to switch things up a bit and have while learning. By doing the Facial Action Coding, you can see how the students really feel. And it cpuld help them and you (the teacher) get a better understanding of how to teach. ",Concluding Statement,Adequate
5f96bcf8b2df,71CF98E09876,"
. One thing shows you that studing venus is worth it is that you travel and you will meet the vary edges of imagination and innovation, travels on earth and beyone should not be limited by danger and doubts . ",Concluding Statement,Ineffective
e88beeef0341,71DF40C12652,"Some students like to hide their emotions from the teacher or other students. Some don't want people to know what they are feeling, because its their own business. Students wouldn't want their teachers walking up to them asking what is wrong, and the students said something like how do you know there is something wrong. Then the teacher says I used the emotional expression technology. The student would just feel awkward, because the teacher just figured out their emotions when they probably wanted to keep it to themselves. This is why the use of technology to read the emotion expressions of students in a classroom is not valuable.   ",Concluding Statement,Adequate
080868c0f49d,7277DA6BE697,"By making summer assignments creative, but still educational, teachers can prevent students from getting out of the educational mindset over their break, as well as help them enjoy their work as much as they enjoy their time out of school. Therefore, summer assignments should be designed by teachers, but still have room for creative and original ideas that will help the students enjoy their work and their individuality as they complete their summer work. ",Concluding Statement,Effective
37d996db509a,727DE3CD0AEC,"Why he is convincing others is because he is trying to say that this trip will open the world to you and make you relize other peoples needs in different coutries.

Luke's point of view convincing others to particapate is to show that he had a fun time doing it and he had a more understanding or awareness of peoples needs in other countries.

He is also convincing you becasue he said that the awarness stayed with him.

This changes the point of view by saying if you participate in the program then this awerness will stay with you and make you want to convince other people to participate.

In conclusion Luke wants to convince you to participate in this program and relize the needs of people and to also convince other people to join the program becasue of what learned and what you understand know from the program. ",Concluding Statement,Adequate
91f47b513ecc,72AC5F226827,This all leads to concluding that the author made a most valid statement and provides evidence that provides wonderful reasoning as to why scientists should explore Venus and the benefits the exploration would provide.    ,Concluding Statement,Adequate
6b97588cc501,72ECF408E30D,"the decision of the principal, while beneficial to the students, shouild be slightly changed so that students who already partcipate in an extracurricular activity outside of school will not be required to take one provided by the school. Extracurricular activities are beneficial to students because they improve performance in the classroom, help them pursue higher education, and improve their physical and mental health overall. Students should be given every opportunity to succeed, but requiring every student to participate in a school-based extracurricular activity would not be fair to the students who do so outside of school. They may experience certain drawbacks as a result of the tremendous workload forced upon them, and this may also lead to weakened mental health. For this reason, the principal's decision should be changed such that it only applies to students who do not partcipate in extracurricular activites of any kind. ",Concluding Statement,Effective
19e583dd6378,7429789954ED,"The end of each school year is the most exciting time for a lot students and teachers because it is finally break time. Having students continue to learn and refresh their memory over the summer should be a student-designed project so they have the chance to thinks of new ideas and be creative, while also completing the given task. Most students learn differently in many diverse ways, so having the option for a student to design their own projects with certain requirements, makes it a lot more motivational for the students and to open their minds to greater extents.  ",Concluding Statement,Effective
8c4315137338,747B06CF4DA3,This how I feel about the Facial Action Coding System. ,Concluding Statement,Ineffective
36303dc13d60,74DAEA65F420,"Making these projects student-designed will make the students feel inclined to complete them and it will be fun for them. Having to choose their own topics will encourage them to complete the project. Students should be having fun during the summer, it is their break for completing the school year. Forcing them to work on a topic they no not enjoy will not let them have fun. If students were required to do work during the summer, they should be doing something they choose to do.      ",Concluding Statement,Adequate
0d568cfff4b7,7500A3088217,"When gazing up the star, we were dazzled by the sprakled. But to look closer, it's a dream came true. We see how wonderful it was. But if we keep on imagine and never do it, it won't come true. Only, if we cast out fear aside and our doubts, then take a step forward. We know that we'll meet our expectation. This is what the author wants us to believes in. ",Concluding Statement,Adequate
47728daf672a,7534BB13F2D4,"It's just seconds before you realize what's happening, and there's no going back when you cant even see what's coming. It takes little to no effort to put down your phone, and the same amount of effort to stop yourself from picking it up ",Concluding Statement,Ineffective
2ef196020024,756C640A36D1,"The consequences that cars toll people with today are greatly weighing on an individuals daily life. They have their schedule built around their car and are constantly being time constrained because of it. The effect greenhouse gases have on the Earth is huge and has not stopped. In order to help the Earth in this parituclar topic, this action would be miraculous. Not only do many people become lazy and very unhealthy because of cars, but they also take for granted what they can do without them. Hiking and other activities are missed out on the daily because of these vehicles. Many people can accomplish new goals and set new goals if it were not for certain transportation methods.                             ",Concluding Statement,Effective
43c6c7613cb5,758703E5BF73,"The burden of having an entire project to do over the course of summer is the last thing students want. This task is forced upon them by their schools. Therefore, educators should be accounted for having a well designed project to assign to students. The students already have extra, unwanted work to complete. They shouldn't have to be given the additional stress of having to design their own projects.  ",Concluding Statement,Effective
5836ed311cf2,75AADDF98A77,"In conclusion, Texting and driving is very dangerous but tempting. Teenagers are the most tempted to text and drive. ",Concluding Statement,Effective
ce979e739a1b,75C4CC1ABECF,"In conclusion, schools should not allow students to choose whether they would like to participate in extracurricular activities because it can decrease the quality of the clubs, create unhappiness among students, and cause students to be even more busy and leaving students unavailable for other non-school related activities. Giving students the freedom to be able to choose whether they would like to participate lets students have more power. Taking away that power and putting just another thing thats forced on to their plate will cause students even more stress and discomfort.  ",Concluding Statement,Effective
a195dc4b0997,75C65F266CFD,"Then i asked him ""Now was that enough proof for you to believe me' and he said i'll tell you tomorrow. John went home and did research, when he came back he said ""yes I believe you now."" After that i was like want to be friends and he said Yes. ",Concluding Statement,Ineffective
b6de0df460ac,75DD5C0C5050,who woulve known a computer can do all of those things. ,Concluding Statement,Adequate
a759016ca8a3,75F4CDC7BB69,"Scientists will strive to meet the challenges by Venus. It is believed that information should not be limited but risks should. If none of the scientists took risks for our planet, there would be no information about the past, present, or future. Scientists work and risk the dangers of

Venus. Scientists will do what they have to, to support their claims.       ",Concluding Statement,Ineffective
176b42dd72e1,761E554AE3D8,"It is time the citizens of planet Earth envision the streets of Beijing and the historic city of London, not as images of pollution and car-reliant places, but as clean and healthy ones. The advantages of limiting car usage makes this dream a reality, because this policy betters the environment and creates a better lifestyle around the world. Hopefully word spreads quickly, and everyone, everywhere, knows of the advantages of limiting car usage, because only then, will our future be a bright one. ",Concluding Statement,Adequate
f2a49ea0bfcc,7685070B6629,Phones while driving can wait. You only get to live your life once and so do the people around you. Don't think that looking at your phone for one second won't change anything because it could change everything. You can look at your phone when you get home or when your parked in a parking lot. Snapchat can wait and a text to your boyfriend/girlfriend can wait because your life and the peoples lives around you are more important than one quick text.   ,Concluding Statement,Adequate
5bd55103b814,768885A4B61A,"As a result, students are busy after school, students are exhausted from long school days, and students are not interested in the activities at school are all reasons why the principal should not force students to participate in extracurricular activities. Students have lots of other things to do after school, students want to go home after a long 7 hours of school and do not want to be at school for another 1 to 3 hours, and lastly students are not interested in the extracurricular activities at school because they are boring.                               ",Concluding Statement,Effective
bc69df8f6470,7699AA6DF309,"My conclusion is that yes we shoud study Venus because it may have humans been in their planet, because they have water,sun,just like the Earth does. and our travels on Earthand beyond should not be limited by dangers and doubst but should be expanded to meet the very edges of imagination and innovation. And sent more people to Venus and see what they have as a planet. ",Concluding Statement,Adequate
d0e212212ec7,76C3430373A4,In conclusion if we could possibly bulid something to survive venus we could find some amazing things like if it ever ahad water and find maybe remains of past forms of life. ,Concluding Statement,Ineffective
e4ef4f414635,76CDE9069DBE,"Summer projects are something to make sure students keep learning over their break. It's clear to see that teacher-designed projects are much more efficient. Without the guidance of teachers, students could make simplistic projects that offer no benefit for the teacher or student. The teacher's knowledge about the project could make it helpful for their students to keep learning different ways about the material. It is also common for students to forget or lose interest when they are given too much responsibility for an assignment. Student-designed projects can leave room for a large quantity of errors and mistakes that could ultimately defeat the purpose of a project. Therefore, teacher- designed projects are better in the sense that they can keep the student learning as if they are still in school but give them time to enjoy the benefits that come with summer break.           ",Concluding Statement,Effective
5254c247a33b,77013FCECE6F,"Extensively, I would recomend this as a career path to any who are interested. The years that I was a Seagoing Cowboy, were a great few years in my life. I am very proud of the choice that I had made to do it. This choice changed my life in most every aspect. It opened my eyes to the world and could do the same for you. ",Concluding Statement,Adequate
fea4674d31a9,7742D58270C9,So i believe that people shoudl be able to have there phones people just need to be more respinsible of how they use them.   ,Concluding Statement,Adequate
308ddf9e449a,7794085FE26D,In conclusion it would be beneficial to both students and teachers if summer projects were student-designed because it will remain that students still have an exciting summer while being creative and finally being able to do a student-designed project. So therefore during the summer the only projects that are given should be student-designed so that it will remain intact for students to have a stress free summer for while they're still completing academic activity.                       ,Concluding Statement,Effective
a13b9a385f1c,77CF3644F240,Dr. Huang and Dr. Paul Eckman are proving to the world that increasing happiness will help other feel better on a daily basis and want to do more.  ,Concluding Statement,Adequate
b6e5cb060ea2,77E7C5CFF241,so lets put this new computer technolgy to work and lets put it on every school computer. ,Concluding Statement,Ineffective
b192f1f7692e,780F45FB6F2D,"Finally, I believe you shouldn't use your phone is for the best. If you don't you don't have any risk on putting people life in danger. Everyone would be safe and no accidents would occur. Phones shouldn't even belong on your hand while driving. Unless you need it to get somewhere.       ",Concluding Statement,Adequate
7f6249a4a11d,7811131302BA,"In conculsion, the authors idea might sound a bit bazzar, but it is not a bad idea. Since the planet a while ago was like earth, still looks like earth, and it is the closest to earth. So maybe in a couple of years NASA might finale make a plantery vist. ",Concluding Statement,Adequate
7228bc6b9332,78B951722074,"It is time for teacher-designed projects, which can be less interesting, stressful for families, and rushed, to be replaced by student-designed projects where students are independantly creative. Although it is good for schools to make sure all their children are not losing skills over the break, the same skills would be practiced if children got more freedom to design their own activity. Plus, summer work would be full of more enjoyment and acedemic value! ",Concluding Statement,Effective
95d7255ccec1,78F10D62A0DC,This is details to support on how the author sugguest that studying Venus is a worthy pursuit despite its dangers.   ,Concluding Statement,Adequate
64b0a147ec63,7915BE25917E,Schools should not even try to afford this technology it will be really expensive. ,Concluding Statement,Ineffective
e37e88ec0c53,794A0704B01C,"Since some schools require summer projects they should be student- designed because students should have a summer to relax and not have their plans ruined, students can choose a topic they are interested in and it allows students to learn responsibility. While there are so many more examples of why summer projects should be student led the examples stated are the most important ones. Students being able to make their own decisions is apart of life, and the school system not granting that experience is a tragedy because is stunts a students growth in learning. ",Concluding Statement,Effective
3b7385e73356,79887DA7C1B1,"As previously stated, summer is usually an important time for both students and teachers. Rather they use it to participate in activities, or family events. Or, relax and take a break from school and work. At the end of the day, a student's education is important to maintain. But, so is their time and schedules. That is why students should be the ones to design their own summer project. Along with the fact that it would lighten up a teachers work load so they as well could enjoy their time off. ",Concluding Statement,Adequate
714b00a382a3,7A0C11980EB8,"In conclusion, the author supports the exploration of Venus, and is open to finding ways to explore this harsh planet. He believes that the knowledge we would gain from Venus would be very beneficial to the people. He believes that mankind has endured many other harsh endeavors such as the exploration of Venus, and the curosity of mankind will likely lead us to exploring the great hot planet of Venus. ",Concluding Statement,Effective
83adff3c950c,7A0F4648B341,"Mandatory participation in extracurricular activities is bad for students because the students may not have time, they might not be interested and they lose the ability to choose for themselves. It is important students that students have the right to choose so they know that there are always options. If students are forced to take extracurricular activites, they will become more disheartened, more weary and tired from balancing their social and academic lives along with sports and other classes, and wake up with less promise that they would have a good day. After all, we do need to nurture our students, as they are the future of the world, as the next generation. ",Concluding Statement,Effective
e610a603f059,7A347C69D3D1,"Summer assignments come in a variety of ways, but having them based on the teacher's units and plans for the school year will prepare both student and teacher. Summer projects can be used in any subject to benefit the teacher and allow a smooth year for easier teaching when knowing the students skill set and be prepared to change plans to accommodate these. As a student continues to move up the grades and start taking college leveled classes, it is imperative to have some incoming knowledge of the subject and to expand on previous skills. Summer projects can either be student designed or teacher designed, but in the end a student ill benefit only if the assignment is based on the teacher. ",Concluding Statement,Effective
bbf6d0b5aec0,7A3E4D5F7F6D,"I completely agree with the principals assignment and I would recommend to a lot of people that participating in an extra curricular activity would be a good thing. Extra curricular activities are fun, stress coping, and can improve life skills. Extra curricular activities can make it easier to suite your personal needs and help you get work done.

Extra curricular activities can also be fun and interactive with other people. But the main thing to remember is that extracurricular activities are supposed to help with your needs.  ",Concluding Statement,Adequate
c21d5e6c4ff0,7A86EA9E70AC,THEY COULD WALK RIDE A BIKES OR DO SOMETHING .. PEOPLE WHO DONE HAVE LICENSE NEED TO NOT DRIVE BECAUSE THEY CAN GET INTO BIG TROUBLE AND THEY WOULD GO TO JAIL FOR IT ..    ,Concluding Statement,Ineffective
bea7e2706327,7AFEC882B9F5,"Teacher desigend projects make this possible by, giving a time frame, taking away pressure, and giving more knowledge to the student.  ",Concluding Statement,Adequate
f21dcc8dbf02,7AFF516471C0,so if ou ask me do you think that we should make robots to read our emotions. i would just simply say no its to complicated and learn to comunicate with people to fix problems and dont try to be the ruler of evrything cause you will fail and if the world ends ill blame it on you. ,Concluding Statement,Adequate
d5dd7dbfcd27,7B0D23FCA29B,"If adding an extra curricular activity to a students time, then it will give them social skills, lead them to high school, and help build a healthy schedule. These are the main things that students need to be successful. ",Concluding Statement,Adequate
bdc5ba80a69b,7B52C05A4BDB,"I strongly believe students should make these summer assignments, allowing us to critically thing and be creative. Teachers want to make you critically think but their assignments are boring and always the same. We need students to put a fun and interesting spin on summer assignments. Leaving us with a brain full of knowledge and power. ",Concluding Statement,Adequate
1b9281ea6ba5,7BB7EF3AD4C6,There was no evidence of there ever being an alien just a historical landform that was a familiar to a humans face . But people were still not satisfied about the research . What the picture actually shows is the martian equivalent of a butte or messa lanform not an alien or artifact . ,Concluding Statement,Adequate
89e7b46c66f3,7BDF02EBF9F9,"In summary, we should continue studying the planet Venus despite the dangers because if anything were to happen to our planet, Earth, Venus would be the closest planet we could go to, we could learn more about Venus and the planet's harsh conditions, and because Venus is most like Earth and had the ability to support life. Furthering our research on Venus can only benefit us, so lets stop worrying about the dangers and get out and explore our planetary neighbor. ",Concluding Statement,Effective
35678e424984,7BE3B580C5DB,"The author of ""The Callenge of Exploring Venus"" did a fair job when arguing that Venus is a worthy pursuit despite the dangers it presents. While the author did accurately present the dangers and solutions for the dangerous parts of exploring Venus, they failed to create a strong thesis. The author exceeded when giving factual information about the topic to help the reading get on their side of the arguement; do to them struggling to get across their position on if Venus exploration is worthwhile, some of the provided information they gave was not used to it's full potential when changing the reader's opinion. ",Concluding Statement,Effective
eca3c5909bb3,7C4E2E967B41,"To conclude, Just to know, everyone be safe because nobody needs to try to end their life too soon and easily. Keep your phones off and pay attention to the road at all times . Ignore all distractions most difficulty and everything will be okay and great. Driving is very serious at any times. People who can't really see don't need to be driving at night that's not safe either .               ",Concluding Statement,Adequate
4c54e56b8b57,7C8B867A0A1A,"In conclusion, cars are a hiderance. Cars are stressful and cumbersome objects, getting rid of them would help reduce stress in the population. Cars are high contributers to pollution, creating smog and causing problems. Also, cars are a comodity that is being used less and less. People are putting down the car keys and picking up a bike. So why not join the trend? ",Concluding Statement,Effective
36ad838cebc9,7CE58A7E90FD,There was no alien monument after all. The pictures actually show a butte or a mesa landforms comman aroiund the American West. These are natural landforms becuase scientitst say that there is no life on Mars. NASA took pictures in a digital image 3 times bigger than the pixel size. ,Concluding Statement,Adequate
ec2884c936c1,7CF49F831E85,In my conclusion emotion can be easy to find threw high tech software but we as human can see the person emotions to but the only differents is that we see the main picture and not the littlest one's. ,Concluding Statement,Ineffective
ba9b4c5f1724,7D08A1D7086A,"Not only should cellular devices be prohibited completely but, the law as well should be changed to not having a device at all while conducting a vehicle. This will prevent many accidents as well as saving many lives. Many people already do not follow the law and maybe never will. Only way they will actually respect the law is if an accidents happens to them or they get caught not obeying the law. Therefore, people should be restricted from using cellular devices while conducting a vehicle. No one wants to go through a terrible accident nor be the reason for a fatality.   ",Concluding Statement,Effective
65a371c86858,7D378AEFD0C3,", you should become a Seagoing Cowboy because you would help people in need, it is a once in a lifetime expirience, and it is fun. Luke Bomberger crossed the Atlantisc Ocean 16 times and the Pacific twice to go help people in need. So, you should go and sign up to become a Seagoing Cowboy ",Concluding Statement,Adequate
fbcff3566840,7D577B9D3888,"I disagree with the principal's idea. It lengthens out a long school day, can make students feel left out, and can mess with a student's schedule. It doesn't seem fair for the school to control a student's out of school time. While school is important, it shouldn't be a student's entire life, they need breaks from it. Clubs, activities, and sports are balanced because people who want to be in them join them, not because they have to. Other people can suffer from a student not participating in their activity making it not enjoyable for others. The school shouldn't choose a student's out of school life. ",Concluding Statement,Effective
1c2874a2e491,7DF12B42AB72,"To me, I felt that students had the better argument because at the end of the day, it's really all bout what they think and how they feel. They are the having to do these assignments and a certain time, and actually be expected to put everything to the task. For the familes point of view, knowing that their kid can't have the type of summer they want to have because of these summer projects just doesn't sit right in my book. Lastly, but not leastly, the teachers point of view. I completely understand that even during the break, students should still keep their mind focused, in order to prepare for not only the next school year, but the many years to come after that. But, then again this refers back to the students who have to do the work at a not so good time for them. Honestly, I think their should be no work, or assignments given to students during the summer break. It's really not that not worth if the students aren't going to give their 100% best effort to even try to do it. ",Concluding Statement,Adequate
af0caef7923f,7E2EF53A56BC,"In ""The Challenge of Exploring Venus,"" the idea that studying Venus is a worthy pursuit despite the dangers it presents is supported through Venus' vast similarities to Earth, Venus' proximity to Earth, and the innovation in machines by researchers that could make them work long enough to expand mankind's knowledge on Venus. The idea that studying Venus is a worthy pursuit despite the dangers is supported through Venus' vast similarites to Earth, which is why humans have such interest in this particular planet. The idea that studying Venus is a worthy pursuit despite the presented dangers is conveyed through Venus' proximity. The idea that Venus is a worthy pursuit despite its hostile environment is supported through the innovation in machines that could make the close-up exploration of Venus possible. The author believes that sometimes humans cannot let curiosity, imagination, and innovation be trampled by the dangers and doubts. Humans cannot live in fear all the time. The human spirit always demands that humans continue striving towards knowing more.   ",Concluding Statement,Effective
d668757b1a61,7E54AA9ADF2B,", summer projects should be designed by teachers. This would be more beneficial to both students and teachers. The teachers would be able to assign projects that are relevant to their lesson, relating their summer work to the unit they will be studying first, allowing them to be able to start learning as soon as they get back to school. During the months of summer break, the last thing that students want is the stress of a project. It would be much easier and less stressful if the teachers designed the project to reduce the amount of preparation needed from the students. The teachers would give the students clear guidelines, and then be able to help the students because they have a distinct idea of what they are looking for. Summer projects should be teacher-designed to insure the relevancy of the project, guarantee structured guidelines, and limit the unnecessary stress for students.  ",Concluding Statement,Effective
8b4e712f411d,7E6236F28B06,"Overall, the author knows how harmful these stuff could be, but they just love how they make a discovery, which is worthy. They feel as to being one step ahead by testing them and keep testing them so they are able to come out with an outcome of something more epic and worthyly of Venus and its dicovering which made it itself a worthy pursuit. ",Concluding Statement,Adequate
0b96d7992f86,7E873F1E93C2,"In the end, the rule should be passed and all students should be required to participate in extracurricular activities. It will not only be beneficial for their mental health, happiness, and social life, but also for academics and physical activity.  ",Concluding Statement,Adequate
c5d8998ff2bc,7E97F03304F1,So this is why I think this technology to read emotional expressions of students inside the classroom. ,Concluding Statement,Ineffective
8f426f41cf4b,7EAB25FDB984,These are some reason why you should believe me when i said the face is just a landform nothing else not and alien face or an human face. I understand why someone would think this is a alien face because the first picture was not so clear and it did look like a face. ,Concluding Statement,Adequate
92f2c8745d49,7EC34F21069A,When technology changes so does our ideas and perspective on our surroundings. Congestion causes stress and reduces the chance of a clear sky. Car usage changes the lives of many as well as impacts in what we care about and what we don't care about. Limiting car usage will help individuals carry themselves in their environment because it will cause less pollution and less accidents.                    ,Concluding Statement,Adequate
99ae9e342656,7EDF56FCB4AC,principal and they have nice atute and they have good teacher and they will check your grades and how will you do in your classes and they check on other teachers rooms. ,Concluding Statement,Adequate
2442e22951fd,7EDFBE24CF70,"In conclusion, Venus is interesting, helpful, amd safe. Venus has been tested out and has been experimented on. By the experiments people can tell whether its safe or not. After finishing the passage, Venus is an environment which everyone would enjoy. ",Concluding Statement,Adequate
fadd308553e1,7EECF753189D,Technology has delvoped over the years. From when the first sight of a camera to now it will always evolve into something better. Technoogy is the only thing will always change into something different.           ,Concluding Statement,Adequate
d54903bc5dc6,7F220FD6CACF,The new use of this technology to read the emtional expersions of students is a good idea. The technology will be a helpful thing in the near future for all of the school to keep the studetns on track and wont get lost on there lessons. this new technolgy wlll help students alot. ,Concluding Statement,Adequate
76f8380b692c,7F513E5DA945,"In conclusion the new technology would be usful in a classroom because it can help teachers identify how a student if feeling, if they are confused, and if they need help. ",Concluding Statement,Adequate
4c716281179b,7FB02EF0CF58,"In conclusion, I think that is really depends on how your family copes with it and your schedule. Most students will have the time for extracurricular activities and others don't have the time to. This is why I think that It depends on the students schedule.           ",Concluding Statement,Adequate
772d9cdcbbf5,80031EC3D9B6,"Cars, both the rose and the thorns in a community and enviroment, can be both benificial and harmful to people, depending on who you are. For most regular pedeastrians and citizens within a city, less cars means less pollution, traffic, and stress. Unless you are a business owner of a car dealership or working for a delivery company, limited car usage means very postive things for social relationships, health, the enviroment, and general living conditions of a busy city. The less harmful emissions of gases from cars could greatly affect the outcome of our clean, energy efficient future.            ",Concluding Statement,Effective
dbf668aa0def,8003F62C4A0C,"While ignorance is bliss and most drivers highly doubt the possibility of an accident because of using a phone while driving, there is still a 400% chance of crashes occurring due to being distracted. Laws being passed to establish security among citizens are in vain due to the ignorance of people that do not care about the risks. They do not only put themselves in danger, but the driver is also responsible for the passengers, pedestrians, and the other people on the road. ",Concluding Statement,Effective
324379cb9402,802C65A883AC,After all that hapend the whole story was about the face and mars and if there was live.        ,Concluding Statement,Ineffective
aefd8494c08d,80373BDFB665,"
In conclusion, texting and driving is not safe at all. It takes away people that are not deserving of the pain that they're receiving. Laws and regulations have been set to try and help lower the deaths caused by using cell phones and driving. Life would go much smoother if people just listened and played their part. ",Concluding Statement,Adequate
dce126fb4d0f,8058E20D84BF,Summer break is a time for laughter and fun. Summer break is a break from school. Students shouldn't have to stress the fact that they have a project due on the first day of school. Specially a project that is challenging and overall boring. Teachers have no intent on making the projects interesting or easy for the students. They honestly just want to get it done so they can go on their break as well. Allowing students to design the summer break projects would be a step in the right direction.  ,Concluding Statement,Effective
c7b036bcdb17,80591C680EBC,"Although the face is not real and is a natural landform, researchers will stop at nothing to prove it is real. Conspiracy theorists are still trying to find the truth. Little do they know the truth has been revealed, the face is just a natural landform. ",Concluding Statement,Adequate
95d68fd14b6e,806100760821,"Its carzy how some countries have no cars allowed policy. Some countries baned cars, dont allow them on the streets. People would go carzy if they didnt have their cars and had to walk everywhere they want to go ",Concluding Statement,Adequate
ee9369b3cf91,809AD723F37C,"Do not believe what movies and sometimes even the internet says. Who you should really believe is the people who actually saw the ""Face on Mars"" with the technology they have built to study it. You should listen to the team of scientist who know all about space and the planets. They study the galaxy inside and out and know way more about the ""Face on Mars"" and the planets then the movies and magazines do. ",Concluding Statement,Adequate
